operation	"Crash"	min	max		"RR(4, 2, 0)"	min	max		"RR(4, 2, 1)"	min	max		"RR(4, 2, 2)"	min	max		"RR(4, 2, 3)"	min	max		"RR(4, 2, 4)"	min	max		"RR(5, 1, 0)"	min	max		"RR(5, 1, 1)"	min	max		"RR(5, 1, 2)"	min	max		"RR(5, 1, 3)"	min	max		"RR(5, 1, 4)"	min	max		"RR(5, 1, 5)"	min	max
"optimized read"	1.131	0.767	1.247	0.9975	0.615	1.106	1.047	0.629	1.164	1.118	0.6990000000000001	1.248	1.241	0.769	1.381	1.4545000000000001	0.894	1.6340000000000001	0.861	0.499	0.971	0.9205	0.521	1.038	0.9625	0.507	1.089	1.0210000000000001	0.529	1.168	1.154	0.5760000000000001	1.32	1.281	0.656	1.481
"update"	2.1775	1.266	2.443	2.351	1.486	2.614	2.324	1.426	2.578	2.354	1.5050000000000001	2.621	2.382	1.467	2.648	2.343	1.461	2.63	2.4050000000000002	1.558	2.6670000000000003	2.4705	1.612	2.733	2.494	1.617	2.778	2.468	1.564	2.75	2.48	1.589	2.732	2.513	1.639	2.789
