operation	"Crash"	min	max		"RR(4, 2, 0)"	min	max		"RR(4, 2, 1)"	min	max		"RR(4, 2, 2)"	min	max		"RR(4, 2, 3)"	min	max		"RR(4, 2, 4)"	min	max		"RR(5, 1, 0)"	min	max		"RR(5, 1, 1)"	min	max		"RR(5, 1, 2)"	min	max		"RR(5, 1, 3)"	min	max		"RR(5, 1, 4)"	min	max		"RR(5, 1, 5)"	min	max
"get"	1.125	0.766	1.235	0.981	0.613	1.087	1.053	0.664	1.175	1.1195	0.674	1.2610000000000001	1.17	0.724	1.299	1.248	0.812	1.374	0.862	0.46900000000000003	0.976	0.8825000000000001	0.47100000000000003	1.0010000000000001	0.9540000000000001	0.533	1.078	0.998	0.51	1.133	1.105	0.584	1.2730000000000001	1.2385	0.626	1.3860000000000001
"put"	2.222	1.685	2.383	2.197	1.679	2.354	2.2745	1.699	2.439	2.347	1.754	2.5140000000000002	2.4015	1.802	2.592	2.661	1.938	2.875	2.2915	1.715	2.462	2.227	1.682	2.4050000000000002	2.3655	1.7570000000000001	2.549	2.3815	1.762	2.573	2.508	1.814	2.715	2.755	1.953	2.988
